id,strain,mouse.id,dam,sire,sex,dob,date.2wk,date.3wk,date.6wk,date.9wk,sac.date,age.sac,ls,seq,mtw,tissue,recombinat,sac,gfp,rfp,mfp,ffp,tf
b381,2DB,2DFB(F2)-01-67-04,2DFB-05-05-01,2DFB-04-22-10,0,10-Mar-07,24-Mar-07,31-Mar-07,21-Apr-07,12-May-07,11-May-07,62,8,1,25.4,1,nr,27.7,0.365,0.06,0.204,0.359,0.988
b382,2DB,2DFB(F2)-01-67-05,2DFB-05-05-01,2DFB-04-22-10,0,10-Mar-07,24-Mar-07,31-Mar-07,21-Apr-07,12-May-07,11-May-07,62,8,1,25.4,0,nr,25.7,0.49,0.084,0.264,0.429,1.267
b383,2DB,2DFB(F2)-01-67-06,2DFB-05-05-01,2DFB-04-22-10,0,10-Mar-07,24-Mar-07,31-Mar-07,21-Apr-07,12-May-07,11-May-07,62,8,1,25.4,1,nr,24.2,0.363,0.071,0.199,0.319,0.952
b384,2DB,2DFB(F2)-01-67-07,2DFB-05-05-01,2DFB-04-22-10,1,10-Mar-07,24-Mar-07,31-Mar-07,21-Apr-07,12-May-07,11-May-07,62,8,1,25.4,0,nr,37.6,0.445,0.07,0.176,0.409,1.1
a1,2DA,2DFA-02-32-01,.,.,0,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,28.7,0.549,0.107,0.298,0.344,1.298
a2,2DA,2DFA-02-32-02,.,.,0,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,28,0.42,0.071,0.232,0.344,1.067
a3,2DA,2DFA-02-32-03,.,.,0,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,28.1,0.371,0.072,0.234,0.307,0.984
a4,2DA,2DFA-02-32-04,.,.,0,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,29.6,0.429,0.08,0.303,0.35,1.162
a5,2DA,2DFA-02-32-05,.,.,1,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,37.5,0.496,0.116,0.309,0.354,1.275
a6,2DA,2DFA-02-32-06,.,.,1,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,35.1,0.385,0.096,0.21,0.34,1.031
a7,2DA,2DFA-02-32-07,.,.,1,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,R,35.2,0.344,0.084,0.241,0.319,0.988
a8,2DA,2DFA-02-32-08,.,.,1,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,34.4,0.506,0.127,0.331,0.341,1.305
a9,2DA,2DFA-02-32-09,.,.,1,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,nr,41.7,0.535,0.142,0.303,0.397,1.377
a10,2DA,2DFA-02-32-10,.,.,1,25-Jul-04,.,.,.,.,27-Sep-04,64,10,.,.,0,R,38.1,0.528,0.129,0.318,0.366,1.341
a11,2DA,2DFA-02-33-02,.,.,0,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,R,24.6,0.286,0.057,0.202,0.263,0.808
a12,2DA,2DFA-02-33-03,.,.,0,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,26.9,0.353,0.064,0.222,0.295,0.934
a13,2DA,2DFA-02-33-04,.,.,0,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,28.2,0.32,0.06,0.237,0.298,0.915
a14,2DA,2DFA-02-33-05,.,.,0,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,26.8,0.27,0.05,0.226,0.258,0.804
a15,2DA,2DFA-02-33-06,.,.,0,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,30.8,0.425,0.076,0.231,0.34,1.072
a16,2DA,2DFA-02-33-07,.,.,1,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,38.3,0.434,0.107,0.276,0.348,1.165
a17,2DA,2DFA-02-33-08,.,.,1,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,36.6,0.431,0.098,0.235,0.34,1.104
a18,2DA,2DFA-02-33-09,.,.,1,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,40.2,0.481,0.12,0.28,0.339,1.22
a19,2DA,2DFA-02-33-10,.,.,1,26-Jul-04,.,.,.,.,29-Sep-04,65,10,.,.,0,nr,39.3,0.497,0.099,0.311,0.367,1.274
a20,2DA,2DFA-02-35-01,.,.,0,30-Jul-04,.,.,.,.,06-Oct-04,68,5,.,.,0,nr,29.1,0.414,0.087,0.208,0.355,1.064
a21,2DA,2DFA-02-35-02,.,.,0,30-Jul-04,.,.,.,.,06-Oct-04,68,5,.,.,0,nr,27.1,0.324,0.053,0.242,0.267,0.886
a22,2DA,2DFA-02-35-03,.,.,0,30-Jul-04,.,.,.,.,06-Oct-04,68,5,.,.,0,nr,28.1,0.458,0.082,0.23,0.333,1.103
a23,2DA,2DFA-02-35-04,.,.,1,30-Jul-04,.,.,.,.,06-Oct-04,68,5,.,.,0,nr,37.5,0.71,0.208,0.362,0.461,1.741
a24,2DA,2DFA-02-35-05,.,.,1,30-Jul-04,.,.,.,.,06-Oct-04,68,5,.,.,0,nr,38.3,0.655,0.173,0.356,0.441,1.625
a25,2DA,2DFA-02-48-01,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,28.5,0.299,0.066,0.226,0.384,0.975
a26,2DA,2DFA-02-48-02,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,25.6,0.3,0.066,0.152,0.341,0.859
a27,2DA,2DFA-02-48-03,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,29.7,0.323,0.07,0.222,0.346,0.961
a28,2DA,2DFA-02-48-04,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,R,28,0.328,0.061,0.224,0.388,1.001
a29,2DA,2DFA-02-48-05,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,28.8,0.355,0.068,0.214,0.338,0.975
a30,2DA,2DFA-02-48-06,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,31.1,0.303,0.07,0.22,0.325,0.918
a31,2DA,2DFA-02-48-07,.,.,0,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,30.8,0.422,0.078,0.274,0.405,1.179
a32,2DA,2DFA-02-48-09,.,.,1,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,40.1,0.387,0.086,0.269,0.383,1.125
a33,2DA,2DFA-02-48-10,.,.,1,07-Sep-04,.,.,.,.,11-Nov-04,65,10,.,.,0,nr,37,0.33,0.078,0.214,0.257,0.879
a34,2DA,2DFA-02-50-01,.,.,0,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,28,0.352,0.063,0.262,0.324,1.001
a35,2DA,2DFA-02-50-02,.,.,0,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,29.3,0.33,0.065,0.241,0.319,0.955
a36,2DA,2DFA-02-50-03,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,39.8,0.407,0.07,0.216,0.364,1.057
a37,2DA,2DFA-02-50-04,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,35.1,0.384,0.104,0.226,0.392,1.106
a38,2DA,2DFA-02-50-05,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,39.8,0.452,0.085,0.217,0.355,1.109
a39,2DA,2DFA-02-50-06,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,38.3,0.382,0.067,0.179,0.31,0.938
a40,2DA,2DFA-02-50-07,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,37.2,0.41,0.075,0.234,0.32,1.039
a41,2DA,2DFA-02-50-08,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,R,40,0.405,0.115,0.217,0.344,1.081
a42,2DA,2DFA-02-50-09,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,36.7,0.354,0.079,0.265,0.345,1.043
a43,2DA,2DFA-02-50-10,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,39.2,0.288,0.045,0.217,0.357,0.907
a44,2DA,2DFA-02-50-11,.,.,1,10-Sep-04,.,.,.,.,12-Nov-04,63,11,.,.,0,nr,37.1,0.453,0.109,0.287,0.377,1.226
a45,2DA,2DFA-02-51-01,.,.,0,16-Sep-04,.,.,.,.,19-Nov-04,64,8,.,.,0,R,24.8,0.27,0.045,0.181,0.273,0.769
a46,2DA,2DFA-02-51-02,.,.,0,17-Sep-04,.,.,.,.,20-Nov-04,64,8,.,.,0,nr,28.1,0.407,0.08,0.23,0.359,1.076
a47,2DA,2DFA-02-51-03,.,.,0,18-Sep-04,.,.,.,.,21-Nov-04,64,8,.,.,0,nr,25.5,0.272,0.064,0.191,0.375,0.902
a48,2DA,2DFA-02-51-04,.,.,0,19-Sep-04,.,.,.,.,22-Nov-04,64,8,.,.,0,nr,28.1,0.346,0.067,0.178,0.342,0.933
a49,2DA,2DFA-02-51-05,.,.,0,20-Sep-04,.,.,.,.,23-Nov-04,64,8,.,.,0,nr,26.1,0.309,0.058,0.193,0.372,0.932
a50,2DA,2DFA-02-51-06,.,.,0,21-Sep-04,.,.,.,.,24-Nov-04,64,8,.,.,0,nr,28.2,0.338,0.066,0.208,0.353,0.965
a51,2DA,2DFA-02-51-07,.,.,0,22-Sep-04,.,.,.,.,25-Nov-04,64,8,.,.,0,nr,26.5,0.26,0.045,0.223,0.296,0.824
a52,2DA,2DFA-02-51-08,.,.,1,23-Sep-04,.,.,.,.,26-Nov-04,64,8,.,.,0,R,36.1,0.362,0.087,0.246,0.318,1.013
a53,2DA,2DFA-02-52-01,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,29,0.377,0.058,0.249,0.342,1.026
a54,2DA,2DFA-02-52-02,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,28.6,0.365,0.078,0.283,0.382,1.108
a55,2DA,2DFA-02-52-03,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,28.9,0.437,0.077,0.289,0.346,1.149
a56,2DA,2DFA-02-52-04,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,30.5,0.477,0.097,0.302,0.39,1.266
a57,2DA,2DFA-02-52-05,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,30.8,0.469,0.104,0.325,0.381,1.279
a58,2DA,2DFA-02-52-06,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,R,31,0.473,0.077,0.318,0.386,1.254
a59,2DA,2DFA-02-52-07,.,.,1,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,35.8,0.49,0.133,0.294,0.414,1.331
a60,2DA,2DFA-02-53-01,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,24.7,0.364,0.072,0.228,0.41,1.074
a61,2DA,2DFA-02-53-02,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,26.8,0.431,0.059,0.183,0.335,1.008
a62,2DA,2DFA-02-53-03,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,28.1,0.505,0.095,0.255,0.479,1.334
a63,2DA,2DFA-02-53-04,.,.,0,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,25.5,0.352,0.065,0.196,0.34,0.953
a64,2DA,2DFA-02-53-05,.,.,1,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,38.6,0.36,0.083,0.222,0.338,1.003
a65,2DA,2DFA-02-53-06,.,.,1,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,38.3,0.432,0.109,0.247,0.386,1.174
a66,2DA,2DFA-02-53-07,.,.,1,23-Sep-04,.,.,.,.,02-Dec-04,70,7,.,.,0,nr,38.2,0.448,0.105,0.33,0.385,1.268
a67,2DA,2DFA-02-54-01,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,6,.,.,0,R,30.1,0.447,0.076,0.29,0.38,1.193
a68,2DA,2DFA-02-54-03,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,6,.,.,0,nr,25.4,0.304,0.058,0.19,0.306,0.858
a69,2DA,2DFA-02-54-04,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,6,.,.,0,nr,28.2,0.233,0.041,0.234,0.299,0.807
a70,2DA,2DFA-02-54-05,.,.,1,24-Sep-04,.,.,.,.,02-Dec-04,69,6,.,.,0,nr,39.5,0.426,0.093,0.295,0.352,1.166
a71,2DA,2DFA-02-54-06,.,.,1,24-Sep-04,.,.,.,.,02-Dec-04,69,6,.,.,0,nr,38.4,0.504,0.134,0.326,0.404,1.368
a72,2DA,2DFA-02-55-01,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,5,.,.,0,nr,25,0.315,0.056,0.19,0.292,0.853
a73,2DA,2DFA-02-55-02,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,5,.,.,0,nr,25.9,0.297,0.049,0.23,0.31,0.886
a74,2DA,2DFA-02-55-03,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,5,.,.,0,nr,27.1,0.306,0.054,0.18,0.308,0.848
a75,2DA,2DFA-02-55-04,.,.,0,24-Sep-04,.,.,.,.,02-Dec-04,69,5,.,.,0,nr,27.9,0.315,0.059,0.196,0.387,0.957
a76,2DA,2DFA-02-55-05,.,.,1,24-Sep-04,.,.,.,.,02-Dec-04,69,5,.,.,0,nr,33.5,0.385,0.08,0.221,0.306,0.992
a77,2DA,2DFA-02-56-01,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,26.3,0.372,0.075,0.214,0.314,0.975
a78,2DA,2DFA-02-56-02,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,26.6,0.288,0.055,0.227,0.319,0.889
a79,2DA,2DFA-02-56-03,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,28.6,0.432,0.067,0.196,0.378,1.073
a80,2DA,2DFA-02-56-04,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,25.8,0.33,0.07,0.222,0.319,0.941
a81,2DA,2DFA-02-56-05,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,26.2,0.39,0.066,0.22,0.373,1.049
a82,2DA,2DFA-02-56-06,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,38,0.507,0.125,0.3,0.413,1.345
a83,2DA,2DFA-02-56-07,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,R,39.6,0.574,0.14,0.303,0.435,1.452
a84,2DA,2DFA-02-56-08,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,42.8,0.758,0.225,0.368,0.52,1.871
a85,2DA,2DFA-02-56-09,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,9,.,.,0,nr,40.5,0.533,0.159,0.272,0.455,1.419
a86,2DA,2DFA-02-57-01,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,6,.,.,0,nr,27.7,0.269,0.049,0.165,0.28,0.763
a87,2DA,2DFA-02-57-02,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,6,.,.,0,nr,28.5,0.37,0.076,0.22,0.339,1.005
a88,2DA,2DFA-02-57-03,.,.,0,25-Sep-04,.,.,.,.,02-Dec-04,68,6,.,.,0,nr,25.8,0.4,0.065,0.187,0.396,1.048
a89,2DA,2DFA-02-57-04,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,6,.,.,0,nr,39.7,0.474,0.11,0.267,0.347,1.198
a90,2DA,2DFA-02-57-05,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,6,.,.,0,nr,39.5,0.354,0.078,0.234,0.343,1.009
a91,2DA,2DFA-02-57-06,.,.,1,25-Sep-04,.,.,.,.,02-Dec-04,68,6,.,.,0,nr,43.4,0.417,0.083,0.237,0.342,1.079
a92,2DA,2DFA-02-58-01,.,.,0,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,26.5,0.319,0.058,0.207,0.319,0.903
a93,2DA,2DFA-02-58-02,.,.,0,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,24.8,0.357,0.078,0.203,0.368,1.006
a94,2DA,2DFA-02-58-03,.,.,0,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,25.5,0.26,0.051,0.126,0.331,0.768
a95,2DA,2DFA-02-58-04,.,.,0,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,24.5,0.279,0.038,0.146,0.28,0.743
a96,2DA,2DFA-02-58-05,.,.,0,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,27,0.428,0.068,0.222,0.422,1.14
a97,2DA,2DFA-02-58-08,.,.,1,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,37.8,0.338,0.076,0.244,0.337,0.995
a98,2DA,2DFA-02-58-09,.,.,1,26-Sep-04,.,.,.,.,03-Dec-04,68,9,.,.,0,nr,40.6,0.385,0.076,0.253,0.395,1.109
a99,2DA,2DFA-02-59-01,.,.,0,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,27.3,0.297,0.06,0.193,0.322,0.872
a100,2DA,2DFA-02-59-02,.,.,0,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,32.2,0.394,0.075,0.287,0.346,1.102
a101,2DA,2DFA-02-59-03,.,.,1,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,38.9,0.409,0.101,0.296,0.37,1.176
a102,2DA,2DFA-02-59-04,.,.,1,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,38.6,0.469,0.116,0.337,0.402,1.324
a103,2DA,2DFA-02-59-05,.,.,1,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,39.6,0.591,0.138,0.328,0.413,1.47
a104,2DA,2DFA-02-59-06,.,.,1,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,34.4,0.486,0.123,0.249,0.374,1.232
a105,2DA,2DFA-02-59-07,.,.,1,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,38.6,0.482,0.107,0.269,0.298,1.156
a106,2DA,2DFA-02-59-08,.,.,1,28-Sep-04,.,.,.,.,03-Dec-04,66,8,.,.,0,nr,38,0.392,0.083,0.241,0.369,1.085
a107,2DA,2DFA-02-60-01,.,.,0,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,28.7,0.545,0.118,0.301,0.46,1.424
a108,2DA,2DFA-02-60-02,.,.,0,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,31.5,0.46,0.089,0.278,0.426,1.253
a109,2DA,2DFA-02-60-03,.,.,0,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,28.4,0.519,0.092,0.301,0.42,1.332
a110,2DA,2DFA-02-60-04,.,.,0,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,29.7,0.474,0.09,0.272,0.486,1.322
a111,2DA,2DFA-02-60-05,.,.,0,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,29.9,0.565,0.119,0.312,0.429,1.425
a112,2DA,2DFA-02-60-06,.,.,1,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,38.9,0.582,0.162,0.352,0.452,1.548
a113,2DA,2DFA-02-60-07,.,.,1,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,nr,36.8,0.613,0.175,0.303,0.446,1.537
a114,2DA,2DFA-02-60-08,.,.,1,29-Sep-04,.,.,.,.,06-Dec-04,68,8,.,.,0,R,38.2,0.658,0.18,0.343,0.492,1.673
a115,2DA,2DFA-02-61-01,.,.,0,04-Oct-04,.,.,.,.,10-Dec-04,67,6,.,.,0,nr,28.6,0.432,0.1,0.233,0.379,1.144
a116,2DA,2DFA-02-61-02,.,.,0,04-Oct-04,.,.,.,.,10-Dec-04,67,6,.,.,0,nr,26.6,0.447,0.084,0.259,0.385,1.175
a117,2DA,2DFA-02-61-03,.,.,0,04-Oct-04,.,.,.,.,10-Dec-04,67,6,.,.,0,nr,26.7,0.574,0.112,0.276,0.475,1.437
a118,2DA,2DFA-02-61-04,.,.,0,04-Oct-04,.,.,.,.,10-Dec-04,67,6,.,.,0,nr,27.8,0.485,0.115,0.269,0.417,1.286
a119,2DA,2DFA-02-61-05,.,.,1,04-Oct-04,.,.,.,.,10-Dec-04,67,6,.,.,0,nr,40.8,0.533,0.133,0.302,0.383,1.351
a120,2DA,2DFA-02-61-06,.,.,1,04-Oct-04,.,.,.,.,10-Dec-04,67,6,.,.,0,R,42,0.424,0.091,0.278,0.405,1.198
a121,2DA,2DFA-02-62-01,.,.,0,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,nr,24.4,0.37,0.064,0.158,0.336,0.928
a122,2DA,2DFA-02-62-02,.,.,0,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,R,28.4,0.441,0.084,0.276,0.389,1.19
a123,2DA,2DFA-02-62-03,.,.,0,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,nr,25.1,0.546,0.13,0.285,0.558,1.519
a124,2DA,2DFA-02-62-04,.,.,1,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,R,40.9,0.564,0.12,0.299,0.408,1.391
a125,2DA,2DFA-02-62-05,.,.,1,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,nr,37.5,0.547,0.117,0.245,0.384,1.293
a126,2DA,2DFA-02-62-06,.,.,1,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,nr,35.6,0.518,0.158,0.29,0.387,1.353
a127,2DA,2DFA-02-62-07,.,.,1,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,nr,36.5,0.342,0.064,0.171,0.336,0.913
a128,2DA,2DFA-02-62-08,.,.,1,12-Oct-04,.,.,.,.,16-Dec-04,65,8,.,.,0,nr,39.1,0.38,0.075,0.2,0.376,1.031
a129,2DA,2DFA-02-63-01,.,.,0,18-Oct-04,.,.,.,.,21-Dec-04,64,5,.,.,0,nr,27.5,0.419,0.079,0.262,0.346,1.106
a130,2DA,2DFA-02-63-02,.,.,0,18-Oct-04,.,.,.,.,21-Dec-04,64,5,.,.,0,nr,28.8,0.381,0.085,0.224,0.351,1.041
a131,2DA,2DFA-02-63-03,.,.,0,18-Oct-04,.,.,.,.,21-Dec-04,64,5,.,.,0,nr,27.8,0.424,0.089,0.228,0.364,1.105
a132,2DA,2DFA-02-63-04,.,.,0,18-Oct-04,.,.,.,.,21-Dec-04,64,5,.,.,0,nr,32.6,0.602,0.118,0.326,0.484,1.53
a133,2DA,2DFA-02-63-05,.,.,1,18-Oct-04,.,.,.,.,21-Dec-04,64,5,.,.,0,nr,38.2,0.559,0.143,0.372,0.416,1.49
a134,2DA,2DFA-02-64-01,.,.,0,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,30.2,0.4,0.085,0.269,0.433,1.187
a135,2DA,2DFA-02-64-02,.,.,0,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,27.9,0.338,0.081,0.217,0.364,1
a136,2DA,2DFA-02-64-03,.,.,0,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,28,0.483,0.106,0.263,0.486,1.338
a137,2DA,2DFA-02-64-04,.,.,0,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,30.6,0.402,0.095,0.283,0.353,1.133
a138,2DA,2DFA-02-64-05,.,.,0,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,27.6,0.315,0.077,0.161,0.369,0.922
a139,2DA,2DFA-02-64-06,.,.,1,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,44.4,0.412,0.071,0.358,0.375,1.216
a140,2DA,2DFA-02-64-07,.,.,1,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,R,44,0.491,0.107,0.27,0.465,1.333
a141,2DA,2DFA-02-64-09,.,.,1,22-Oct-04,.,.,.,.,28-Dec-04,67,9,.,.,0,nr,45.6,0.469,0.095,0.255,0.39,1.209
a142,2DA,2DFA-02-66-01,.,.,0,07-Nov-04,.,.,.,.,10-Jan-05,64,6,.,.,0,nr,25.7,0.538,0.116,0.266,0.481,1.401
a143,2DA,2DFA-02-66-02,.,.,0,07-Nov-04,.,.,.,.,10-Jan-05,64,6,.,.,0,nr,26.8,0.325,0.062,0.183,0.317,0.887
a144,2DA,2DFA-02-66-03,.,.,0,07-Nov-04,.,.,.,.,10-Jan-05,64,6,.,.,0,nr,21.9,0.549,0.106,0.251,0.463,1.369
a145,2DA,2DFA-02-66-04,.,.,0,07-Nov-04,.,.,.,.,10-Jan-05,64,6,.,.,0,nr,24.9,0.34,0.078,0.265,0.35,1.033
a146,2DA,2DFA-02-66-05,.,.,0,07-Nov-04,.,.,.,.,10-Jan-05,64,6,.,.,0,nr,31,0.427,0.097,0.333,0.44,1.297
a147,2DA,2DFA-02-66-06,.,.,0,07-Nov-04,.,.,.,.,10-Jan-05,64,6,.,.,0,nr,24,0.309,0.075,0.215,0.407,1.006
a148,2DA,2DFA-02-68-01,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,R,28.9,0.476,0.1,0.295,0.533,1.404
a149,2DA,2DFA-02-68-02,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,26.9,0.326,0.064,0.224,0.42,1.034
a150,2DA,2DFA-02-68-03,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,24.5,0.368,0.07,0.193,0.348,0.979
a151,2DA,2DFA-02-68-04,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,27.6,0.429,0.074,0.286,0.389,1.178
a152,2DA,2DFA-02-68-05,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,25.3,0.315,0.063,0.218,0.373,0.969
a153,2DA,2DFA-02-68-06,.,.,1,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,39.7,0.509,0.117,0.271,0.464,1.361
a154,2DA,2DFA-02-68-07,.,.,1,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,40.7,0.422,0.074,0.294,0.397,1.187
a155,2DA,2DFA-02-68-08,.,.,1,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,34.3,0.456,0.116,0.245,0.406,1.223
a156,2DA,2DFA-02-68-09,.,.,1,14-Nov-04,.,.,.,.,14-Jan-05,61,9,.,.,0,nr,40.6,0.531,0.102,0.318,0.396,1.347
a157,2DA,2DFA-02-69-01,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,7,.,.,0,R,26.8,0.314,0.049,0.246,0.316,0.925
a158,2DA,2DFA-02-69-02,.,.,0,14-Nov-04,.,.,.,.,14-Jan-05,61,7,.,.,0,nr,27.4,0.383,0.074,0.234,0.373,1.064
