id,strain,mouse.id,dam,sire,sex,dob,date.2wk,date.3wk,date.6wk,date.9wk,sac.date,age.sac,ls,seq,mtw,tissue,recombinat,sac,gfp,rfp,mfp,ffp,tf
d231,2DD,2DFD(F2)-01-36-08,2DFD-04-07-01,2DFD-04-04-05,1,23-Nov-05,08-Dec-05,14-Dec-05,04-Jan-06,23-Jan-06,23-Jan-06,61,9,3,45.6,1,nr,38.6,0.386,0.103,0.299,0.334,1.122
d232,2DD,2DFD(F2)-01-36-09,2DFD-04-07-01,2DFD-04-04-05,1,23-Nov-05,08-Dec-05,14-Dec-05,04-Jan-06,23-Jan-06,23-Jan-06,61,9,3,45.6,1,nr,36.4,0.429,0.085,0.269,0.359,1.142
d233,2DD,2DFD(F2)-01-37-01,2DFD-04-10-03,2DFD-04-10-08,0,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,27.5,0.31,0.051,0.208,0.428,0.997
d234,2DD,2DFD(F2)-01-37-02,2DFD-04-10-03,2DFD-04-10-08,0,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,28.8,0.402,0.03,0.231,0.397,1.06
d235,2DD,2DFD(F2)-01-37-03,2DFD-04-10-03,2DFD-04-10-08,0,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,29.8,0.435,0.076,0.298,0.432,1.241
d236,2DD,2DFD(F2)-01-37-04,2DFD-04-10-03,2DFD-04-10-08,0,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,28.1,0.47,0.092,0.268,0.424,1.254
d237,2DD,2DFD(F2)-01-37-05,2DFD-04-10-03,2DFD-04-10-08,1,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,39.8,0.509,0.109,0.308,0.42,1.346
d238,2DD,2DFD(F2)-01-37-06,2DFD-04-10-03,2DFD-04-10-08,1,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,38,0.38,0.071,0.293,0.369,1.113
d239,2DD,2DFD(F2)-01-37-07,2DFD-04-10-03,2DFD-04-10-08,1,24-Nov-05,08-Dec-05,15-Dec-05,05-Jan-06,26-Jan-06,26-Jan-06,63,8,2,42,1,nr,37.8,0.478,0.099,0.199,0.357,1.133
d240,2DD,2DFD(F2)-01-38-01,2DFD-04-09-02,2DFD-04-02-05,0,25-Nov-05,09-Dec-05,16-Dec-05,06-Jan-06,26-Jan-06,26-Jan-06,62,6,3,.,1,R,27.4,0.311,0.052,0.221,0.368,0.952
d241,2DD,2DFD(F2)-01-38-02,2DFD-04-09-02,2DFD-04-02-05,1,25-Nov-05,09-Dec-05,16-Dec-05,06-Jan-06,26-Jan-06,26-Jan-06,62,6,3,.,1,nr,32.6,0.325,0.071,0.196,0.281,0.873
d242,2DD,2DFD(F2)-01-38-03,2DFD-04-09-02,2DFD-04-02-05,1,25-Nov-05,09-Dec-05,16-Dec-05,06-Jan-06,26-Jan-06,26-Jan-06,62,6,3,.,1,nr,37.8,0.384,0.079,0.275,0.314,1.052
d243,2DD,2DFD(F2)-01-38-04,2DFD-04-09-02,2DFD-04-02-05,1,25-Nov-05,09-Dec-05,16-Dec-05,06-Jan-06,26-Jan-06,26-Jan-06,62,6,3,.,1,nr,37.7,0.23,0.038,0.188,0.289,0.745
d244,2DD,2DFD(F2)-01-38-05,2DFD-04-09-02,2DFD-04-02-05,1,25-Nov-05,09-Dec-05,16-Dec-05,06-Jan-06,26-Jan-06,26-Jan-06,62,6,3,.,1,nr,36.8,0.349,0.076,0.226,0.346,0.997
d245,2DD,2DFD(F2)-01-38-06,2DFD-04-09-02,2DFD-04-02-05,1,25-Nov-05,09-Dec-05,16-Dec-05,06-Jan-06,26-Jan-06,26-Jan-06,62,6,3,.,1,nr,31.6,0.353,0.075,0.191,0.356,0.975
d246,2DD,2DFD(F2)-01-39-01,2DFD-04-07-02,2DFD-04-04-05,0,29-Nov-05,13-Dec-05,20-Dec-05,10-Jan-06,30-Jan-06,30-Jan-06,62,5,4,34.8,0,nr,28.4,0.43,0.097,0.336,0.424,1.287
d247,2DD,2DFD(F2)-01-39-02,2DFD-04-07-02,2DFD-04-04-05,0,29-Nov-05,13-Dec-05,20-Dec-05,10-Jan-06,30-Jan-06,30-Jan-06,62,5,4,34.8,1,nr,25.6,0.49,0.104,0.296,0.416,1.306
d248,2DD,2DFD(F2)-01-39-03,2DFD-04-07-02,2DFD-04-04-05,0,29-Nov-05,13-Dec-05,20-Dec-05,10-Jan-06,30-Jan-06,30-Jan-06,62,5,4,34.8,0,nr,26.8,0.294,0.05,0.219,0.354,0.917
d249,2DD,2DFD(F2)-01-39-04,2DFD-04-07-02,2DFD-04-04-05,1,29-Nov-05,13-Dec-05,20-Dec-05,10-Jan-06,30-Jan-06,30-Jan-06,62,5,4,34.8,1,nr,35.7,0.33,0.072,0.273,0.283,0.958
d250,2DD,2DFD(F2)-01-39-05,2DFD-04-07-02,2DFD-04-04-05,1,29-Nov-05,13-Dec-05,20-Dec-05,10-Jan-06,30-Jan-06,30-Jan-06,62,5,4,34.8,1,nr,39,0.389,0.07,0.302,0.32,1.081
d251,2DD,2DFD(F2)-01-40-01,2DFD-04-14-03,2DFD-04-10-08,0,03-Dec-05,17-Dec-05,24-Dec-05,14-Jan-06,02-Feb-06,02-Feb-06,61,6,1,27.9,1,nr,25.3,0.239,0.035,0.227,0.255,0.756
d252,2DD,2DFD(F2)-01-40-02,2DFD-04-14-03,2DFD-04-10-08,0,03-Dec-05,17-Dec-05,24-Dec-05,14-Jan-06,02-Feb-06,02-Feb-06,61,6,1,27.9,1,nr,28.2,0.345,0.071,0.235,0.333,0.984
d253,2DD,2DFD(F2)-01-40-03,2DFD-04-14-03,2DFD-04-10-08,0,03-Dec-05,17-Dec-05,24-Dec-05,14-Jan-06,02-Feb-06,02-Feb-06,61,6,1,27.9,1,nr,24.3,0.354,0.069,0.225,0.318,0.966
d254,2DD,2DFD(F2)-01-40-04,2DFD-04-14-03,2DFD-04-10-08,0,03-Dec-05,17-Dec-05,24-Dec-05,14-Jan-06,02-Feb-06,02-Feb-06,61,6,1,27.9,1,nr,25,0.339,0.069,0.231,0.386,1.025
d255,2DD,2DFD(F2)-01-40-05,2DFD-04-14-03,2DFD-04-10-08,0,03-Dec-05,17-Dec-05,24-Dec-05,14-Jan-06,02-Feb-06,02-Feb-06,61,6,1,27.9,0,nr,26.4,0.401,0.079,0.241,0.369,1.09
d256,2DD,2DFD(F2)-01-40-06,2DFD-04-14-03,2DFD-04-10-08,1,03-Dec-05,17-Dec-05,24-Dec-05,14-Jan-06,02-Feb-06,02-Feb-06,61,6,1,27.9,1,nr,38.6,0.348,0.09,0.281,0.364,1.083
d257,2DD,2DFD(F2)-01-41-01,2DFD-04-13-01,2DFD-04-02-05,0,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,0,nr,25.5,0.265,0.043,0.17,0.254,0.732
d258,2DD,2DFD(F2)-01-41-02,2DFD-04-13-01,2DFD-04-02-05,0,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,1,nr,25.9,0.27,0.046,0.213,0.303,0.832
d259,2DD,2DFD(F2)-01-41-03,2DFD-04-13-01,2DFD-04-02-05,0,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,1,nr,25.4,0.237,0.045,0.222,0.307,0.811
d260,2DD,2DFD(F2)-01-41-04,2DFD-04-13-01,2DFD-04-02-05,0,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,0,nr,26.5,0.266,0.042,0.186,0.274,0.768
d261,2DD,2DFD(F2)-01-41-05,2DFD-04-13-01,2DFD-04-02-05,1,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,0,nr,37.6,0.351,0.062,0.21,0.316,0.939
d262,2DD,2DFD(F2)-01-41-06,2DFD-04-13-01,2DFD-04-02-05,1,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,1,nr,40.6,0.36,0.072,0.294,0.345,1.071
d263,2DD,2DFD(F2)-01-41-07,2DFD-04-13-01,2DFD-04-02-05,1,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,0,nr,36.8,0.336,0.073,0.255,0.326,0.99
d264,2DD,2DFD(F2)-01-41-08,2DFD-04-13-01,2DFD-04-02-05,1,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,8,1,31.8,0,nr,36.3,0.374,0.054,0.254,0.295,0.977
d265,2DD,2DFD(F2)-01-42-01,2DFD-04-06-06,2DFD-04-01-04,0,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,5,2,39.3,1,nr,27.2,0.466,0.086,0.276,0.378,1.206
d266,2DD,2DFD(F2)-01-42-02,2DFD-04-06-06,2DFD-04-01-04,0,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,5,2,39.3,1,nr,28.9,0.315,0.069,0.269,0.438,1.091
d268,2DD,2DFD(F2)-01-42-04,2DFD-04-06-06,2DFD-04-01-04,1,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,5,2,39.3,1,nr,42.4,0.714,0.164,0.417,0.535,1.83
d269,2DD,2DFD(F2)-01-42-05,2DFD-04-06-06,2DFD-04-01-04,1,04-Dec-05,18-Dec-05,25-Dec-05,15-Jan-06,02-Feb-06,02-Feb-06,60,5,2,39.3,0,nr,39.2,0.535,0.168,0.356,0.43,1.489
d270,2DD,2DFD(F2)-01-43-01,2DFD-04-06-02,2DFD-04-01-04,0,09-Dec-05,23-Dec-05,30-Dec-05,20-Jan-06,10-Feb-06,10-Feb-06,63,5,3,41.2,1,nr,29.9,0.355,0.07,0.232,0.418,1.075
d271,2DD,2DFD(F2)-01-43-02,2DFD-04-06-02,2DFD-04-01-04,0,09-Dec-05,23-Dec-05,30-Dec-05,20-Jan-06,10-Feb-06,10-Feb-06,63,5,3,41.2,0,nr,24.6,0.324,0.056,0.217,0.371,0.968
d272,2DD,2DFD(F2)-01-43-03,2DFD-04-06-02,2DFD-04-01-04,0,09-Dec-05,23-Dec-05,30-Dec-05,20-Jan-06,10-Feb-06,10-Feb-06,63,5,3,41.2,0,nr,25.5,0.363,0.071,0.236,0.394,1.064
d273,2DD,2DFD(F2)-01-43-04,2DFD-04-06-02,2DFD-04-01-04,0,09-Dec-05,23-Dec-05,30-Dec-05,20-Jan-06,10-Feb-06,10-Feb-06,63,5,3,41.2,0,nr,26.8,0.274,0.039,0.17,0.303,0.786
d274,2DD,2DFD(F2)-01-43-05,2DFD-04-06-02,2DFD-04-01-04,1,09-Dec-05,23-Dec-05,30-Dec-05,20-Jan-06,10-Feb-06,10-Feb-06,63,5,3,41.2,1,nr,33.7,0.393,0.085,0.22,0.334,1.032
d275,2DD,2DFD(F2)-01-44-01,2DFD-04-10-02,2DFD-04-10-08,0,13-Dec-05,27-Dec-05,03-Jan-06,24-Jan-06,14-Feb-06,14-Feb-06,63,6,3,37.6,0,nr,23.5,0.264,0.034,0.184,0.282,0.764
d276,2DD,2DFD(F2)-01-44-03,2DFD-04-10-02,2DFD-04-10-08,0,13-Dec-05,27-Dec-05,03-Jan-06,24-Jan-06,14-Feb-06,14-Feb-06,63,6,3,37.6,1,nr,24.4,0.278,0.035,0.211,0.28,0.804
d277,2DD,2DFD(F2)-01-45-01,2DFD-04-10-02,2DFD-04-10-08,0,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,30.6,0.385,0.081,0.275,0.357,1.098
d278,2DD,2DFD(F2)-01-45-02,2DFD-04-10-02,2DFD-04-10-08,0,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,30.1,0.442,0.089,0.324,0.4,1.255
d279,2DD,2DFD(F2)-01-45-03,2DFD-04-10-02,2DFD-04-10-08,0,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,31.5,0.457,0.094,0.307,0.462,1.32
d280,2DD,2DFD(F2)-01-45-04,2DFD-04-10-02,2DFD-04-10-08,0,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,28.8,0.349,0.074,0.258,0.344,1.025
d281,2DD,2DFD(F2)-01-45-05,2DFD-04-10-02,2DFD-04-10-08,0,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,1,nr,31.3,0.468,0.078,0.3,0.41,1.256
d282,2DD,2DFD(F2)-01-45-06,2DFD-04-10-02,2DFD-04-10-08,0,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,29.3,0.313,0.055,0.281,0.38,1.029
d283,2DD,2DFD(F2)-01-45-07,2DFD-04-10-02,2DFD-04-10-08,1,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,43.8,0.46,0.1,0.294,0.415,1.269
d284,2DD,2DFD(F2)-01-45-08,2DFD-04-10-02,2DFD-04-10-08,1,27-Dec-05,10-Jan-06,17-Jan-06,07-Feb-06,28-Feb-06,28-Feb-06,63,8,3,43.1,0,nr,38.9,0.496,0.091,0.294,0.401,1.282
d285,2DD,2DFD(F2)-01-46-01,2DFD-04-01-03,2DFD-04-01-04,0,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,0,nr,25.5,0.239,0.043,0.197,0.228,0.707
d286,2DD,2DFD(F2)-01-46-02,2DFD-04-01-03,2DFD-04-01-04,0,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,1,nr,25.6,0.29,0.039,0.209,0.352,0.89
d287,2DD,2DFD(F2)-01-46-03,2DFD-04-01-03,2DFD-04-01-04,0,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,0,nr,23.3,0.271,0.044,0.168,0.279,0.762
d288,2DD,2DFD(F2)-01-46-04,2DFD-04-01-03,2DFD-04-01-04,0,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,0,nr,26.1,0.328,0.044,0.208,0.327,0.907
d289,2DD,2DFD(F2)-01-46-05,2DFD-04-01-03,2DFD-04-01-04,0,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,0,nr,25.3,0.284,0.042,0.185,0.299,0.81
d290,2DD,2DFD(F2)-01-46-06,2DFD-04-01-03,2DFD-04-01-04,1,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,1,nr,37.8,0.337,0.053,0.246,0.304,0.94
d291,2DD,2DFD(F2)-01-46-07,2DFD-04-01-03,2DFD-04-01-04,1,31-Dec-05,14-Jan-06,21-Jan-06,12-Feb-06,03-Mar-06,03-Mar-06,62,7,3,37.1,1,nr,33.8,0.326,0.062,0.181,0.323,0.892
d292,2DD,2DFD(F2)-01-47-01,2DFD-04-04-03,2DFD-04-04-05,0,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,0,nr,28.4,0.393,0.068,0.296,0.384,1.141
d293,2DD,2DFD(F2)-01-47-02,2DFD-04-04-03,2DFD-04-04-05,0,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,0,nr,27.3,0.472,0.086,0.284,0.398,1.24
d294,2DD,2DFD(F2)-01-47-03,2DFD-04-04-03,2DFD-04-04-05,0,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,0,nr,29.1,0.671,0.138,0.336,0.509,1.654
d295,2DD,2DFD(F2)-01-47-04,2DFD-04-04-03,2DFD-04-04-05,0,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,0,nr,27.7,0.324,0.064,0.289,0.314,0.991
d296,2DD,2DFD(F2)-01-47-05,2DFD-04-04-03,2DFD-04-04-05,0,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,1,nr,24.8,0.329,0.059,0.246,0.355,0.989
d297,2DD,2DFD(F2)-01-47-06,2DFD-04-04-03,2DFD-04-04-05,1,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,0,nr,41.6,0.482,0.113,0.379,0.477,1.451
d298,2DD,2DFD(F2)-01-47-07,2DFD-04-04-03,2DFD-04-04-05,1,01-Jan-06,15-Jan-06,22-Jan-06,12-Feb-06,05-Mar-06,07-Mar-06,65,7,3,49.5,0,nr,40.1,0.394,0.086,0.316,0.419,1.215
d299,2DD,2DFD(F2)-01-48-01,2DFD-04-11-01,2DFD-04-10-08,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,6,3,45.9,0,nr,27,0.302,0.062,0.211,0.372,0.947
d300,2DD,2DFD(F2)-01-48-02,2DFD-04-11-01,2DFD-04-10-08,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,6,3,45.9,0,nr,29.6,0.454,0.077,0.264,0.372,1.167
d301,2DD,2DFD(F2)-01-48-03,2DFD-04-11-01,2DFD-04-10-08,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,6,3,45.9,0,nr,29.3,0.574,0.103,0.307,0.483,1.467
d302,2DD,2DFD(F2)-01-48-04,2DFD-04-11-01,2DFD-04-10-08,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,6,3,45.9,0,nr,29.1,0.404,0.073,0.278,0.395,1.15
d304,2DD,2DFD(F2)-01-48-06,2DFD-04-11-01,2DFD-04-10-08,1,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,6,3,45.9,1,nr,37.8,0.427,0.089,0.339,0.341,1.196
d305,2DD,2DFD(F2)-01-49-01,2DFD-04-09-02,2DFD-04-02-05,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,5,4,42.5,0,R,25.6,0.335,0.054,0.213,0.359,0.961
d306,2DD,2DFD(F2)-01-49-02,2DFD-04-09-02,2DFD-04-02-05,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,5,4,42.5,0,nr,24.8,0.362,0.067,0.219,0.35,0.998
d307,2DD,2DFD(F2)-01-49-03,2DFD-04-09-02,2DFD-04-02-05,0,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,5,4,42.5,0,nr,23.1,0.273,0.042,0.184,0.34,0.839
d308,2DD,2DFD(F2)-01-49-04,2DFD-04-09-02,2DFD-04-02-05,1,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,5,4,42.5,1,nr,35.9,0.431,0.126,0.263,0.409,1.229
d309,2DD,2DFD(F2)-01-49-05,2DFD-04-09-02,2DFD-04-02-05,1,05-Jan-06,19-Jan-06,26-Jan-06,16-Feb-06,09-Mar-06,09-Mar-06,63,5,4,42.5,1,nr,38.2,0.427,0.08,0.283,0.343,1.133
d310,2DD,2DFD(F2)-01-51-01,2DFD-04-10-04,2DFD-04-10-08,0,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,0,nr,27,0.345,0.046,0.228,0.262,0.881
d311,2DD,2DFD(F2)-01-51-02,2DFD-04-10-04,2DFD-04-10-08,0,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,1,nr,26.8,0.32,0.06,0.255,0.422,1.057
d312,2DD,2DFD(F2)-01-51-03,2DFD-04-10-04,2DFD-04-10-08,0,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,0,nr,28,0.405,0.067,0.285,0.407,1.164
d313,2DD,2DFD(F2)-01-51-04,2DFD-04-10-04,2DFD-04-10-08,1,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,0,nr,34.8,0.41,0.084,0.266,0.374,1.134
d314,2DD,2DFD(F2)-01-51-05,2DFD-04-10-04,2DFD-04-10-08,1,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,0,nr,33,0.361,0.071,0.228,0.358,1.018
d315,2DD,2DFD(F2)-01-51-06,2DFD-04-10-04,2DFD-04-10-08,1,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,0,nr,36.9,0.372,0.081,0.232,0.34,1.025
d316,2DD,2DFD(F2)-01-51-07,2DFD-04-10-04,2DFD-04-10-08,1,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,1,nr,37.4,0.28,0.049,0.219,0.279,0.827
d317,2DD,2DFD(F2)-01-51-08,2DFD-04-10-04,2DFD-04-10-08,1,13-Jan-06,27-Jan-06,03-Feb-06,24-Feb-06,17-Mar-06,17-Mar-06,63,8,3,41.9,0,R,36.8,0.421,0.089,0.229,0.345,1.084
d321,2DD,2DFD(F2)-01-52-04,2DFD-04-08-03,2DFD-04-02-05,1,15-Jan-06,29-Jan-06,05-Feb-06,26-Feb-06,19-Mar-06,20-Mar-06,64,5,2,47.4,0,nr,41.7,0.386,0.072,0.259,0.386,1.103
d322,2DD,2DFD(F2)-01-52-05,2DFD-04-08-03,2DFD-04-02-05,1,15-Jan-06,29-Jan-06,05-Feb-06,26-Feb-06,19-Mar-06,20-Mar-06,64,5,2,47.4,0,R,40.4,0.282,0.052,0.241,0.283,0.858
d323,2DD,2DFD(F2)-01-53-01,2DFD-04-10-03,2DFD-04-10-08,0,16-Jan-06,30-Jan-06,06-Feb-06,27-Feb-06,20-Mar-06,20-Mar-06,63,5,3,46.3,0,nr,31.8,0.506,0.14,0.361,0.418,1.425
d324,2DD,2DFD(F2)-01-53-02,2DFD-04-10-03,2DFD-04-10-08,0,16-Jan-06,30-Jan-06,06-Feb-06,27-Feb-06,20-Mar-06,20-Mar-06,63,5,3,46.3,1,nr,31.4,0.58,0.11,0.297,0.433,1.42
d325,2DD,2DFD(F2)-01-53-03,2DFD-04-10-03,2DFD-04-10-08,1,16-Jan-06,30-Jan-06,06-Feb-06,27-Feb-06,20-Mar-06,20-Mar-06,63,5,3,46.3,1,nr,38.5,0.453,0.072,0.263,0.349,1.137
d326,2DD,2DFD(F2)-01-53-04,2DFD-04-10-03,2DFD-04-10-08,1,16-Jan-06,30-Jan-06,06-Feb-06,27-Feb-06,20-Mar-06,20-Mar-06,63,5,3,46.3,1,nr,42.4,0.648,0.142,0.341,0.39,1.521
d327,2DD,2DFD(F2)-01-53-05,2DFD-04-10-03,2DFD-04-10-08,1,16-Jan-06,30-Jan-06,06-Feb-06,27-Feb-06,20-Mar-06,20-Mar-06,63,5,3,46.3,1,nr,38.9,0.41,0.075,0.257,0.305,1.047
d328,2DD,2DFD(F2)-01-54-01,2DFD-04-06-03,2DFD-04-01-04,0,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,1,nr,30.5,0.508,0.093,0.304,0.432,1.337
d329,2DD,2DFD(F2)-01-54-02,2DFD-04-06-03,2DFD-04-01-04,1,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,1,nr,38.7,0.35,0.062,0.212,0.311,0.935
d330,2DD,2DFD(F2)-01-54-03,2DFD-04-06-03,2DFD-04-01-04,1,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,0,nr,40.2,0.496,0.102,0.277,0.402,1.277
d331,2DD,2DFD(F2)-01-54-04,2DFD-04-06-03,2DFD-04-01-04,1,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,0,nr,30.1,0.331,0.07,0.194,0.326,0.921
d332,2DD,2DFD(F2)-01-54-05,2DFD-04-06-03,2DFD-04-01-04,1,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,1,nr,36.6,0.381,0.085,0.303,0.338,1.107
d333,2DD,2DFD(F2)-01-54-06,2DFD-04-06-03,2DFD-04-01-04,1,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,0,nr,38.1,0.401,0.086,0.307,0.375,1.169
d334,2DD,2DFD(F2)-01-54-07,2DFD-04-06-03,2DFD-04-01-04,1,17-Jan-06,31-Jan-06,07-Feb-06,28-Feb-06,21-Mar-06,20-Mar-06,62,7,4,42.8,0,nr,37.9,0.429,0.105,0.293,0.412,1.239
d335,2DD,2DFD(F2)-01-55-01,2DFD-04-07-01,2DFD-04-04-05,0,26-Jan-06,09-Feb-06,16-Feb-06,09-Mar-06,30-Mar-06,30-Mar-06,63,6,4,50.9,0,nr,25.9,0.281,0.064,0.257,0.331,0.933
d336,2DD,2DFD(F2)-01-55-02,2DFD-04-07-01,2DFD-04-04-05,0,26-Jan-06,09-Feb-06,16-Feb-06,09-Mar-06,30-Mar-06,30-Mar-06,63,6,4,50.9,0,nr,27.5,0.413,0.068,0.274,0.343,1.098
d337,2DD,2DFD(F2)-01-55-03,2DFD-04-07-01,2DFD-04-04-05,0,26-Jan-06,09-Feb-06,16-Feb-06,09-Mar-06,30-Mar-06,30-Mar-06,63,6,4,50.9,0,nr,25.4,0.466,0.087,0.257,0.452,1.262
d338,2DD,2DFD(F2)-01-55-04,2DFD-04-07-01,2DFD-04-04-05,0,26-Jan-06,09-Feb-06,16-Feb-06,09-Mar-06,30-Mar-06,30-Mar-06,63,6,4,50.9,0,nr,28.7,0.467,0.071,0.252,0.391,1.181
d339,2DD,2DFD(F2)-01-55-05,2DFD-04-07-01,2DFD-04-04-05,1,26-Jan-06,09-Feb-06,16-Feb-06,09-Mar-06,30-Mar-06,30-Mar-06,63,6,4,50.9,0,R,41.4,0.498,0.083,0.376,0.358,1.315
